genes,expVal
1,0.637158636363636
10,0.10853986
100,1.76537272727273
1000,180.149272727273
10000,38.6442727272727
10001,21.1391454545455
10002,0.139574118181818
10003,6.69624636363636
100033415,14.8703509090909
100033416,14.8703509090909
100033422,49.6239181818182
100033425,24.1729
100033426,49.6239181818182
100033431,32.7006166666667
100033432,110.6772
100033433,66.1058090909091
100033434,28.3959
100033435,49.6239181818182
100033438,49.6239181818182
100033439,78.96632
100033819,21.7681
100033820,61.31236
100033822,1.54994327272727
100034743,0.204743363636364
100036566,238.279
100037417,1.33790845454545
100038246,0.183955381818182
10004,0.0304361571428571
100049587,0.0849231
100049716,0.2753054
10005,7.43894545454545
10006,18.8965818181818
10007,41.6072363636364
100073347,1.7353344
10008,0.143780063636364
10009,27.1021545454545
100093630,85.5395545454545
1001,0.320557090909091
10010,19.7975272727273
100101267,6.41180272727273
100101467,7.85540272727273
100101938,0.0196515666666667
10011,19.0120909090909
100113378,32.98275
100113380,26.1862
100113381,36.30475
100113386,0.688675363636364
100113389,34.4157625
100113393,447.448727272727
100113407,17.1825636363636
100124516,84.2911545454545
100124533,13.548978
100124534,6.99632
100124536,7.97517
100124696,0.05134257
100125288,0.745715909090909
100126270,0.0415322
100126311,0.219864944444444
100126317,11.4097081818182
100126321,51.0028645454545
100126325,2.65161454545455
100126326,0.0400572727272727
100126332,5.77375090909091
100126338,7.03619272727273
100126350,42.8671
100126351,14.5535181818182
100126447,0.884152727272727
100126582,0.700829
100126693,0.03287696
100126784,0.363911090909091
100126791,0.04710526
100126793,0.334482818181818
100127889,0.308476888888889
100127909,0.0421429
100127910,0.0483808
100127950,0.0331193
100127974,20.4260909090909
100128002,0.0254080333333333
100128025,0.188546363636364
100128028,0.147709663636364
100128055,5.68411454545455
100128059,0.0218133
100128076,0.0588319857142857
100128077,0.2274205
100128105,0.230556
100128108,1.53066609090909
100128124,0.316709818181818
100128130,0.118328090909091
100128164,0.157067181818182
100128239,0.377452545454545
100128242,0.187663954545455
100128253,0.0853374909090909
100128276,0.0662147428571429
100128285,0.565309
100128288,4.02794090909091
100128310,0.0926763454545455
100128340,0.663469545454546
100128356,0.856928636363636
100128361,1.59703454545455
100128364,12.3848236363636
100128374,0.04535334
100128398,5.29567
100128406,0.2810006
100128508,0.0619895125
100128531,2.01330636363636
100128553,0.020099
100128563,0.283749545454545
100128569,0.596530272727273
100128573,0.795015
100128574,0.333710433333333
100128593,0.0755289545454546
100128644,0.519342545454546
100128653,0.456366
100128714,0.059560875
100128731,374.728363636364
100128770,0.0365231333333333
100128782,2.51457454545455
100128816,0.523275181818182
100128890,0.118882681818182
100128908,0.0197846
100128927,0.695843636363636
100128979,0.528407818181818
100128988,0.05974392
100129027,0.0222763555555556
100129034,26.9064636363636
100129046,0.175673381818182
100129055,0.0314191666666667
100129066,0.1813586
100129083,0.122653533333333
100129104,0.126467755555556
100129128,0.207521
100129138,0.200284690909091
100129148,27.6020636363636
100129203,0.593597727272727
100129215,4.40606454545455
100129216,8.22000625
100129233,0.245483
100129307,0.06613425
100129316,0.0140986844444444
100129354,0.163007528571429
100129396,0.08682308
100129405,2.46830090909091
100129424,0.152144628571429
100129434,40.2274
100129460,6.73071272727273
100129473,0.22927725
100129482,5.52074363636364
100129484,0.422261363636364
100129518,1.66455
100129534,1.40319536363636
100129543,4.68366272727273
100129550,2.81009636363636
100129583,6.05752818181818
100129596,0.187255
100129617,0.500802818181818
100129620,0.0836392363636364
100129654,0.101162609090909
100129697,0.1274042
100129703,0.04865698
100129792,0.287889090909091
100129842,16.3735909090909
100129860,0.0971854818181818
100129917,4.23074636363636
100129924,0.487262727272727
100129931,18.1949636363636
100129935,0.345594545454545
100129940,0.0847610090909091
100129999,0.270089454545455
10013,27.2083545454546
100130017,0.0838538090909091
100130027,3.32833
100130071,0.12765492
100130083,0.161234666666667
100130086,0.0276394
100130093,0.404084727272727
100130100,0.115613
100130111,0.332588545454545
100130156,0.302341428571429
100130157,0.348419454545455
100130169,0.2052835
100130172,0.209445845454545
100130219,4.11745727272727
100130238,0.0495749545454545
100130249,0.029950775
100130264,0.0321270333333333
100130298,0.24785225
100130311,0.107317245454545
100130331,0.0988665545454546
100130357,0.595749181818182
100130370,0.302712181818182
100130417,1.12442372727273
100130418,0.0178095
100130428,1.12943181818182
100130449,0.584783636363636
100130451,1.70773636363636
100130458,0.0194079
100130476,0.13401685
100130502,0.278042666666667
100130503,0.821109909090909
100130507,0.108493190909091
100130519,0.267076909090909
100130547,0.196870727272727
100130548,0.157154481818182
100130673,0.267784363636364
100130691,1.25662718181818
100130698,0.01177022
100130705,0.848414454545454
100130717,0.608187333333333
100130733,0.177417554545455
100130742,0.125932636363636
100130746,0.282709136363636
100130771,2.94316909090909
100130815,0.0726983
100130849,0.119443
100130856,27.6503454545454
100130872,0.747980818181818
100130876,0.026082125
100130880,0.147482
100130899,0.190381272727273
100130950,1.57237290909091
100130958,9.53373454545454
100130964,0.282506
100130967,0.380262555555556
100130987,2.64809181818182
100130988,0.0811308
100130992,0.0719725545454545
100131107,0.0591806
100131117,0.0494021571428571
100131132,0.0831286571428571
100131187,0.326705788888889
100131205,2.11803090909091
100131213,0.726917545454545
100131244,2.06588363636364
100131257,2.7035
100131275,0.0343249
100131347,0.211664945454545
100131372,0.0964589363636364
100131373,0.0364349375
100131378,0.13726021
100131390,0.12678665
100131395,0.0461004636363636
100131439,0.102031
100131454,0.461079090909091
100131496,0.0432373428571429
100131510,0.960611
100131539,0.0817426
100131541,0.366951090909091
100131561,0.131371333333333
100131655,0.255666181818182
100131755,8.49997363636364
100131814,0.304020545454545
100131826,0.308676
100131827,2.97094090909091
100131897,2.25069454545455
100131910,0.182758954545455
100131997,2.59961454545455
100131998,0.507406454545455
100132057,3.95883545454546
100132074,0.231559454545454
100132077,4.88279272727273
100132101,4.30454272727273
100132103,0.321884909090909
100132111,0.162092122222222
100132183,1.63817
100132215,1.25851818181818
100132249,0.0586442333333333
100132272,0.128536372727273
100132287,0.0382982818181818
100132288,0.555661
100132356,0.597526363636364
100132403,0.11895001
100132406,5.03575
100132481,0.045806925
100132565,0.0113138
100132594,0.0482532375
100132677,0.434649090909091
100132708,0.430530363636364
100132731,6.91830727272727
100132781,0.0445850111111111
100132911,1.87359181818182
100132916,0.08623826
100132923,1.47330818181818
100132979,0.019751825
100133036,1.94414818181818
100133039,0.659662090909091
100133050,0.192087755555556
100133077,0.0343839125
100133091,0.717141181818182
100133106,0.0641661
100133172,36.2674727272727
100133204,0.311191566666667
100133207,0.140306927272727
100133220,0.531957
100133234,0.0082181825
100133315,1.74991290909091
100133331,0.231978209090909
100133545,0.10834665
100133669,0.0975512
100133985,0.544035181818182
100134317,0.313952
100134368,2.20868644545455
100134391,0.0480987
100134868,1.56786836363636
100134869,1.34948181818182
100134934,9.13827363636364
100134938,6.24098454545455
100137047,7.43696181818182
100137049,7.43696181818182
10014,5.95883
100141515,0.0487061
100144596,0.0383014
100144748,0.574504636363636
100147744,48.0675545454545
100147773,0.266038181818182
10015,31.4080727272727
100151683,10.02728
100151684,16.885955
100158262,0.376235
10016,53.0277727272727
100169750,0.318668363636364
100169890,35.871436
100169989,0.0745721090909091
10017,0.19378591
100170229,2.55327636363636
100170841,1.09036545454545
10018,3.91315272727273
100187828,0.0798343
100188893,100.402781818182
100188917,0.0474550714285714
100188949,0.0535814333333333
100188953,0.802500181818182
100188954,0.873626545454546
10019,2.42693181818182
100190940,0.06885171
100190949,0.119797
100190986,5.69734636363636
100191040,0.0302189
100192379,0.0547354
100192386,0.453862727272727
100192420,0.187083727272727
100192426,0.110309
1002,2.76393272727273
10020,10.7009472727273
10021,2.77088545454545
10022,0.23114025
10023,2.35582272727273
10024,7.95515
100240734,0.300477
100240735,0.146083
10025,4.81281454545455
10026,10.0897436363636
100268168,1.14776990909091
100270746,0.502580545454545
100270804,0.729763818181818
100271715,0.249604
100271832,0.0746665571428571
100271835,0.017711
100271846,0.0209229
100271849,6.12248545454545
100271874,3.94948272727273
100271927,0.223707009090909
100272217,0.630758090909091
100286925,1.042271
100287010,0.0516936
100287015,1.01618218181818
100287029,0.0368831
100287036,0.07614895
